Time,PCG,ECG
0.045,27.0,5.173
0.0455,-68.0,5.17
0.046,-138.0,5.17
0.0465,-225.0,5.17
0.047,-293.0,5.169
0.0475,-363.0,5.17
0.048,-480.0,5.17
0.0485,-548.0,5.171
0.049,-545.0,5.172
0.0495,-655.0,5.174
0.05,-607.0,5.176
0.0505,-703.0,5.178
0.051,-699.0,5.179
0.0515,-752.0,5.182
0.052,-768.0,5.184
0.0525,-819.0,5.187
0.053,-868.0,5.189
0.0535,-811.0,5.191
0.054,-791.0,5.192
0.0545,-757.0,5.194
0.055,-721.0,5.195
0.0555,-691.0,5.196
0.056,-657.0,5.196
0.0565,-610.0,5.198
0.057,-589.0,5.197
0.0575,-450.0,5.198
0.058,-381.0,5.197
0.0585,-392.0,5.196
0.059,-376.0,5.195
0.0595,-269.0,5.195
0.06,-280.0,5.194
0.0605,-235.0,5.193
0.061,-167.0,5.193
0.0615,-195.0,5.192
0.062,-148.0,5.191
0.0625,-81.0,5.192
0.063,-89.0,5.191
0.0635,27.0,5.192
0.064,-59.0,5.192
0.0645,3.0,5.193
0.065,83.0,5.195
0.0655,60.0,5.196
0.066,23.0,5.199
0.0665,154.0,5.201
0.067,87.0,5.203
0.0675,-86.0,5.206
0.068,60.0,5.209
0.0685,46.0,5.211
0.069,9.0,5.213
0.0695,172.0,5.216
0.07,-326.0,5.219
0.0705,35.0,5.221
0.071,-419.0,5.223
0.0715,-570.0,5.224
0.072,627.0,5.224
0.0725,298.0,5.225
0.073,174.0,5.227
0.0735,475.0,5.226
0.074,1090.0,5.228
0.0745,1132.0,5.227
0.075,1572.0,5.227
0.0755,-2791.0,5.226
0.076,-1349.0,5.226
0.0765,-2963.0,5.226
0.077,2342.0,5.226
0.0775,-2192.0,5.226
0.078,2511.0,5.227
0.0785,1584.0,5.226
0.079,-7413.0,5.227
0.0795,1153.0,5.228
0.08,-6191.0,5.23
0.0805,5573.0,5.23
0.081,2473.0,5.232
0.0815,7812.0,5.235
0.082,-3463.0,5.237
0.0825,-2574.0,5.24
0.083,3057.0,5.243
0.0835,11908.0,5.246
0.084,4966.0,5.249
0.0845,4822.0,5.253
0.085,4116.0,5.256
0.0855,-8551.0,5.26
0.086,745.0,5.263
0.0865,1684.0,5.266
0.087,-2534.0,5.269
0.0875,822.0,5.272
0.088,-965.0,5.274
0.0885,-3380.0,5.276
0.089,1159.0,5.277
0.0895,-2645.0,5.279
0.09,-1573.0,5.28
0.0905,-116.0,5.28
0.091,-1840.0,5.281
0.0915,1100.0,5.28
0.092,-2568.0,5.279
0.0925,-4730.0,5.278
0.093,1331.0,5.279
0.0935,1015.0,5.278
0.094,-2480.0,5.277
0.0945,-3036.0,5.277
0.095,-4243.0,5.277
0.0955,-1858.0,5.276
0.096,-1801.0,5.277
0.0965,-2354.0,5.278
0.097,-1411.0,5.279
0.0975,-240.0,5.281
0.098,2261.0,5.282
0.0985,2573.0,5.286
0.099,1006.0,5.286
0.0995,1404.0,5.29
0.1,1613.0,5.293
0.1005,2350.0,5.297
0.101,2382.0,5.3
0.1015,1642.0,5.303
0.102,1361.0,5.306
0.1025,1319.0,5.31
0.103,1339.0,5.313
0.1035,564.0,5.316
0.104,659.0,5.319
0.1045,422.0,5.321
0.105,237.0,5.323
0.1055,-360.0,5.324
0.106,-528.0,5.325
0.1065,-26.0,5.326
0.107,110.0,5.327
0.1075,884.0,5.326
0.108,1005.0,5.325
0.1085,1023.0,5.324
0.109,1138.0,5.323
0.1095,961.0,5.323
0.11,697.0,5.321
0.1105,284.0,5.32
0.111,212.0,5.319
0.1115,66.0,5.318
0.112,-76.0,5.318
0.1125,159.0,5.318
0.113,334.0,5.319
0.1135,171.0,5.32
0.114,15.0,5.322
0.1145,300.0,5.323
0.115,390.0,5.325
0.1155,529.0,5.329
0.116,332.0,5.332
0.1165,99.0,5.335
0.117,-69.0,5.339
0.1175,-96.0,5.344
0.118,-321.0,5.348
0.1185,-494.0,5.353
0.119,-458.0,5.358
0.1195,-495.0,5.362
0.12,-446.0,5.368
0.1205,-473.0,5.371
0.121,-508.0,5.376
0.1215,-761.0,5.379
0.122,-749.0,5.385
0.1225,-738.0,5.388
0.123,-727.0,5.391
0.1235,-765.0,5.395
0.124,-781.0,5.398
0.1245,-787.0,5.401
0.125,-661.0,5.403
0.1255,-582.0,5.405
0.126,-597.0,5.409
0.1265,-632.0,5.41
0.127,-742.0,5.414
0.1275,-878.0,5.415
0.128,-966.0,5.418
0.1285,-941.0,5.42
0.129,-796.0,5.424
0.1295,-686.0,5.428
0.13,-608.0,5.43
0.1305,-577.0,5.434
0.131,-613.0,5.437
0.1315,-627.0,5.442
0.132,-681.0,5.446
0.1325,-538.0,5.451
0.133,-382.0,5.454
0.1335,-229.0,5.459
0.134,-141.0,5.464
0.1345,-86.0,5.468
0.135,-55.0,5.472
0.1355,72.0,5.477
0.136,115.0,5.482
0.1365,155.0,5.486
0.137,94.0,5.49
0.1375,120.0,5.494
0.138,101.0,5.497
0.1385,140.0,5.499
0.139,137.0,5.503
0.1395,114.0,5.505
0.14,76.0,5.506
0.1405,37.0,5.508
0.141,12.0,5.51
0.1415,-50.0,5.51
0.142,-56.0,5.511
0.1425,-114.0,5.512
0.143,-122.0,5.512
0.1435,-157.0,5.513
0.144,-226.0,5.512
0.1445,-353.0,5.514
0.145,-478.0,5.514
0.1455,-570.0,5.516
0.146,-622.0,5.517
0.1465,-638.0,5.519
0.147,-641.0,5.521
0.1475,-656.0,5.522
0.148,-585.0,5.526
0.1485,-545.0,5.529
0.149,-443.0,5.533
0.1495,-385.0,5.537
0.15,-337.0,5.542
0.1505,-266.0,5.547
0.151,-184.0,5.55
0.1515,-128.0,5.556
0.152,-42.0,5.561
0.1525,-33.0,5.566
0.153,14.0,5.57
0.1535,12.0,5.574
0.154,37.0,5.579
0.1545,30.0,5.581
0.155,10.0,5.585
0.1555,-7.0,5.588
0.156,-24.0,5.591
0.1565,9.0,5.593
0.157,-17.0,5.596
0.1575,21.0,5.597
0.158,-36.0,5.599
0.1585,-1.0,5.599
0.159,-20.0,5.6
0.1595,-14.0,5.601
0.16,-57.0,5.602
0.1605,-63.0,5.602
0.161,-97.0,5.603
0.1615,-76.0,5.605
0.162,-88.0,5.606
0.1625,-55.0,5.607
0.163,-49.0,5.609
0.1635,1.0,5.61
0.164,27.0,5.612
0.1645,77.0,5.614
0.165,112.0,5.617
0.1655,175.0,5.621
0.166,231.0,5.623
0.1665,295.0,5.626
0.167,377.0,5.629
0.1675,427.0,5.634
0.168,501.0,5.637
0.1685,568.0,5.64
0.169,645.0,5.644
0.1695,711.0,5.647
0.17,767.0,5.65
0.1705,817.0,5.653
0.171,894.0,5.655
0.1715,930.0,5.658
0.172,1020.0,5.66
0.1725,1063.0,5.66
0.173,1159.0,5.663
0.1735,1220.0,5.664
0.174,1341.0,5.664
0.1745,1407.0,5.665
0.175,1507.0,5.666
0.1755,1560.0,5.665
0.176,1602.0,5.666
0.1765,1627.0,5.665
0.177,1625.0,5.666
0.1775,1589.0,5.666
0.178,1540.0,5.666
0.1785,1459.0,5.666
0.179,1385.0,5.667
0.1795,1332.0,5.668
0.18,1266.0,5.668
0.1805,1212.0,5.669
0.181,1140.0,5.67
0.1815,1122.0,5.673
0.182,1109.0,5.674
0.1825,1141.0,5.676
0.183,1141.0,5.678
0.1835,1274.0,5.681
0.184,1275.0,5.683
0.1845,1381.0,5.686
0.185,1450.0,5.689
0.1855,1551.0,5.692
0.186,1630.0,5.694
0.1865,1725.0,5.698
0.187,1775.0,5.7
0.1875,1805.0,5.703
0.188,1768.0,5.706
0.1885,1696.0,5.708
0.189,1572.0,5.709
0.1895,1448.0,5.711
0.19,1276.0,5.711
0.1905,1099.0,5.712
0.191,905.0,5.713
0.1915,673.0,5.712
0.192,423.0,5.713
0.1925,155.0,5.713
0.193,-102.0,5.711
0.1935,-364.0,5.71
0.194,-600.0,5.709
0.1945,-858.0,5.708
0.195,-1067.0,5.708
0.1955,-1287.0,5.707
0.196,-1453.0,5.707
0.1965,-1671.0,5.705
0.197,-1835.0,5.705
0.1975,-2051.0,5.703
0.198,-2197.0,5.703
0.1985,-2372.0,5.703
0.199,-2481.0,5.703
0.1995,-2631.0,5.703
0.2,-2745.0,5.704
0.2005,-2888.0,5.704
0.201,-3026.0,5.703
0.2015,-3159.0,5.703
0.202,-3305.0,5.704
0.2025,-3451.0,5.705
0.203,-3561.0,5.705
0.2035,-3650.0,5.704
0.204,-3767.0,5.704
0.2045,-3838.0,5.702
0.205,-3895.0,5.7
0.2055,-3881.0,5.698
0.206,-3872.0,5.696
0.2065,-3815.0,5.692
0.207,-3732.0,5.689
0.2075,-3559.0,5.685
0.208,-3425.0,5.681
0.2085,-3181.0,5.676
0.209,-2918.0,5.67
0.2095,-2642.0,5.664
0.21,-2358.0,5.658
0.2105,-2048.0,5.652
0.211,-1755.0,5.646
0.2115,-1446.0,5.639
0.212,-1212.0,5.632
0.2125,-918.0,5.626
0.213,-728.0,5.619
0.2135,-511.0,5.613
0.214,-335.0,5.606
0.2145,-188.0,5.6
0.215,-8.0,5.594
0.2155,116.0,5.587
0.216,292.0,5.581
0.2165,409.0,5.575
0.217,501.0,5.569
0.2175,601.0,5.564
0.218,682.0,5.556
0.2185,794.0,5.55
0.219,890.0,5.544
0.2195,948.0,5.537
0.22,1037.0,5.529
0.2205,1150.0,5.522
0.221,1298.0,5.514
0.2215,1363.0,5.506
0.222,1507.0,5.498
0.2225,1581.0,5.49
0.223,1701.0,5.48
0.2235,1739.0,5.471
0.224,1809.0,5.462
0.2245,1827.0,5.452
0.225,1828.0,5.442
0.2255,1764.0,5.431
0.226,1770.0,5.422
0.2265,1746.0,5.412
0.227,1765.0,5.402
0.2275,1762.0,5.393
0.228,1762.0,5.383
0.2285,1754.0,5.376
0.229,1818.0,5.367
0.2295,1782.0,5.359
0.23,1799.0,5.352
0.2305,1809.0,5.345
0.231,1733.0,5.339
0.2315,1739.0,5.333
0.232,1623.0,5.327
0.2325,1645.0,5.323
0.233,1459.0,5.318
0.2335,1444.0,5.315
0.234,1306.0,5.311
0.2345,1193.0,5.308
0.235,1050.0,5.305
0.2355,943.0,5.303
0.236,808.0,5.301
0.2365,721.0,5.299
0.237,572.0,5.298
0.2375,496.0,5.296
0.238,370.0,5.295
0.2385,274.0,5.293
0.239,171.0,5.292
0.2395,82.0,5.29
0.24,-3.0,5.287
0.2405,-116.0,5.286
0.241,-177.0,5.283
0.2415,-308.0,5.281
0.242,-311.0,5.279
0.2425,-382.0,5.276
0.243,-427.0,5.274
0.2435,-491.0,5.27
0.244,-458.0,5.268
0.2445,-459.0,5.265
0.245,-437.0,5.263
0.2455,-406.0,5.26
0.246,-326.0,5.258
0.2465,-306.0,5.256
0.247,-205.0,5.254
0.2475,-223.0,5.253
0.248,-189.0,5.252
0.2485,-208.0,5.251
0.249,-169.0,5.251
0.2495,-177.0,5.25
0.25,-166.0,5.25
0.2505,-156.0,5.25
0.251,-175.0,5.249
0.2515,-166.0,5.25
0.252,-202.0,5.25
0.2525,-193.0,5.249
0.253,-193.0,5.249
0.2535,-170.0,5.248
0.254,-166.0,5.246
0.2545,-119.0,5.245
0.255,-102.0,5.243
0.2555,-78.0,5.239
0.256,-74.0,5.238
0.2565,-46.0,5.233
0.257,-20.0,5.23
0.2575,9.0,5.226
0.258,-46.0,5.221
0.2585,31.0,5.217
0.259,28.0,5.213
0.2595,49.0,5.207
0.26,43.0,5.202
0.2605,48.0,5.197
0.261,65.0,5.192
0.2615,156.0,5.187
0.262,115.0,5.183
0.2625,127.0,5.179
0.263,56.0,5.175
0.2635,90.0,5.171
0.264,70.0,5.167
0.2645,83.0,5.165
0.265,5.0,5.163
0.2655,-48.0,5.161
0.266,-76.0,5.16
0.2665,-229.0,5.159
0.267,-415.0,5.159
0.2675,-680.0,5.158
0.268,-906.0,5.158
0.2685,-1140.0,5.157
0.269,-1271.0,5.157
0.2695,-1297.0,5.158
0.27,-1228.0,5.158
0.2705,-1097.0,5.159
0.271,-850.0,5.159
0.2715,-614.0,5.159
0.272,-319.0,5.158
0.2725,-55.0,5.159
0.273,273.0,5.158
0.2735,548.0,5.157
0.274,857.0,5.156
0.2745,1162.0,5.155
0.275,1468.0,5.153
0.2755,1731.0,5.153
0.276,1940.0,5.151
0.2765,2114.0,5.149
0.277,2192.0,5.148
0.2775,2203.0,5.146
0.278,2136.0,5.144
0.2785,2012.0,5.142
0.279,1808.0,5.141
0.2795,1564.0,5.14
0.28,1235.0,5.138
0.2805,890.0,5.137
0.281,472.0,5.136
0.2815,97.0,5.136
0.282,-303.0,5.136
0.2825,-624.0,5.136
0.283,-972.0,5.135
0.2835,-1212.0,5.136
0.284,-1445.0,5.136
0.2845,-1592.0,5.137
0.285,-1705.0,5.137
0.2855,-1750.0,5.137
0.286,-1787.0,5.137
0.2865,-1740.0,5.138
0.287,-1687.0,5.138
0.2875,-1526.0,5.138
0.288,-1388.0,5.137
0.2885,-1154.0,5.137
0.289,-951.0,5.135
0.2895,-728.0,5.134
0.29,-499.0,5.134
0.2905,-313.0,5.132
0.291,-148.0,5.13
0.2915,-34.0,5.129
0.292,103.0,5.127
0.2925,148.0,5.124
0.293,235.0,5.122
0.2935,239.0,5.12
0.294,261.0,5.118
0.2945,225.0,5.117
0.295,219.0,5.115
0.2955,177.0,5.113
0.296,211.0,5.112
0.2965,204.0,5.112
0.297,230.0,5.111
0.2975,215.0,5.111
0.298,227.0,5.111
0.2985,198.0,5.112
0.299,175.0,5.112
0.2995,119.0,5.114
0.3,64.0,5.115
0.3005,-10.0,5.116
0.301,-79.0,5.118
0.3015,-145.0,5.118
0.302,-198.0,5.12
0.3025,-228.0,5.121
0.303,-248.0,5.122
0.3035,-266.0,5.123
0.304,-268.0,5.123
0.3045,-253.0,5.124
0.305,-244.0,5.124
0.3055,-239.0,5.123
0.306,-260.0,5.123
0.3065,-233.0,5.122
0.307,-261.0,5.121
0.3075,-223.0,5.119
0.308,-224.0,5.118
0.3085,-170.0,5.116
0.309,-172.0,5.114
0.3095,-100.0,5.113
0.31,-85.0,5.11
0.3105,-35.0,5.109
0.311,-35.0,5.108
0.3115,-7.0,5.105
0.312,-29.0,5.104
0.3125,-9.0,5.102
0.313,-51.0,5.102
0.3135,-57.0,5.101
0.314,-79.0,5.101
0.3145,-114.0,5.101
0.315,-131.0,5.1
0.3155,-173.0,5.1
0.316,-193.0,5.101
0.3165,-253.0,5.102
0.317,-253.0,5.103
0.3175,-298.0,5.104
0.318,-295.0,5.105
0.3185,-324.0,5.105
0.319,-337.0,5.106
0.3195,-373.0,5.109
0.32,-377.0,5.109
0.3205,-426.0,5.11
0.321,-433.0,5.11
0.3215,-474.0,5.111
0.322,-465.0,5.111
0.3225,-493.0,5.11
0.323,-500.0,5.11
0.3235,-526.0,5.11
0.324,-483.0,5.109
0.3245,-473.0,5.107
0.325,-433.0,5.106
0.3255,-425.0,5.105
0.326,-331.0,5.104
0.3265,-280.0,5.101
0.327,-197.0,5.101
0.3275,-126.0,5.1
0.328,-40.0,5.098
0.3285,83.0,5.096
0.329,154.0,5.095
0.3295,263.0,5.094
0.33,334.0,5.095
0.3305,391.0,5.093
0.331,464.0,5.094
0.3315,537.0,5.094
0.332,584.0,5.094
0.3325,638.0,5.095
0.333,637.0,5.096
0.3335,687.0,5.098
0.334,683.0,5.099
0.3345,722.0,5.102
0.335,703.0,5.103
0.3355,741.0,5.104
0.336,743.0,5.105
0.3365,810.0,5.108
0.337,800.0,5.109
0.3375,847.0,5.11
0.338,870.0,5.111
0.3385,895.0,5.111
0.339,926.0,5.111
0.3395,916.0,5.111
0.34,947.0,5.11
0.3405,960.0,5.108
0.341,971.0,5.107
0.3415,964.0,5.105
0.342,970.0,5.104
0.3425,942.0,5.102
0.343,958.0,5.1
0.3435,902.0,5.097
0.344,883.0,5.095
0.3445,836.0,5.092
0.345,777.0,5.091
0.3455,679.0,5.09
0.346,644.0,5.088
0.3465,538.0,5.087
0.347,473.0,5.087
0.3475,338.0,5.087
0.348,228.0,5.088
0.3485,88.0,5.089
0.349,1.0,5.089
0.3495,-104.0,5.091
0.35,-140.0,5.093
0.3505,-203.0,5.096
0.351,-243.0,5.099
0.3515,-258.0,5.102
0.352,-290.0,5.105
0.3525,-263.0,5.108
0.353,-251.0,5.111
0.3535,-235.0,5.115
0.354,-221.0,5.118
0.3545,-189.0,5.12
0.355,-203.0,5.123
0.3555,-179.0,5.126
0.356,-218.0,5.129
0.3565,-218.0,5.131
0.357,-255.0,5.131
0.3575,-236.0,5.132
0.358,-275.0,5.132
0.3585,-269.0,5.133
0.359,-327.0,5.132
0.3595,-332.0,5.132
0.36,-365.0,5.131
0.3605,-368.0,5.131
0.361,-396.0,5.13
0.3615,-397.0,5.129
0.362,-421.0,5.129
0.3625,-412.0,5.129
0.363,-430.0,5.13
0.3635,-433.0,5.13
0.364,-440.0,5.132
0.3645,-464.0,5.132
0.365,-466.0,5.133
0.3655,-486.0,5.134
0.366,-495.0,5.136
0.3665,-533.0,5.137
0.367,-524.0,5.14
0.3675,-540.0,5.142
0.368,-520.0,5.143
0.3685,-537.0,5.145
0.369,-517.0,5.147
0.3695,-517.0,5.148
0.37,-507.0,5.15
0.3705,-550.0,5.15
0.371,-524.0,5.152
0.3715,-550.0,5.153
0.372,-497.0,5.154
0.3725,-514.0,5.153
0.373,-468.0,5.152
0.3735,-456.0,5.152
0.374,-403.0,5.151
0.3745,-370.0,5.149
0.375,-325.0,5.148
0.3755,-271.0,5.147
0.376,-249.0,5.144
0.3765,-190.0,5.143
0.377,-153.0,5.14
0.3775,-117.0,5.139
0.378,-78.0,5.136
0.3785,-65.0,5.135
0.379,-37.0,5.134
0.3795,-9.0,5.132
0.38,-13.0,5.132
0.3805,6.0,5.131
0.381,-16.0,5.131
0.3815,22.0,5.131
0.382,-4.0,5.13
0.3825,60.0,5.131
0.383,44.0,5.131
0.3835,120.0,5.133
0.384,118.0,5.133
0.3845,170.0,5.133
0.385,184.0,5.135
0.3855,220.0,5.135
0.386,239.0,5.136
0.3865,283.0,5.137
0.387,305.0,5.137
0.3875,318.0,5.137
0.388,349.0,5.138
0.3885,340.0,5.138
0.389,335.0,5.138
0.3895,297.0,5.137
0.39,259.0,5.136
0.3905,219.0,5.135
0.391,158.0,5.135
0.3915,92.0,5.133
0.392,96.0,5.132
0.3925,-43.0,5.13
0.393,-27.0,5.129
0.3935,-142.0,5.127
0.394,-162.0,5.125
0.3945,-226.0,5.124
0.395,-246.0,5.122
0.3955,-317.0,5.121
0.396,-309.0,5.12
0.3965,-350.0,5.12
0.397,-306.0,5.12
0.3975,-393.0,5.12
0.398,-320.0,5.121
0.3985,-341.0,5.122
0.399,-307.0,5.124
0.3995,-279.0,5.126
0.4,-227.0,5.129
0.4005,-217.0,5.131
0.401,-165.0,5.134
0.4015,-154.0,5.137
0.402,-88.0,5.139
0.4025,-135.0,5.141
0.403,-23.0,5.145
0.4035,-37.0,5.146
0.404,-24.0,5.149
0.4045,32.0,5.151
0.405,36.0,5.152
0.4055,51.0,5.153
0.406,19.0,5.154
0.4065,64.0,5.155
0.407,15.0,5.154
0.4075,25.0,5.154
0.408,45.0,5.154
0.4085,39.0,5.154
0.409,12.0,5.152
0.4095,9.0,5.151
0.41,5.0,5.149
0.4105,-44.0,5.148
0.411,-53.0,5.147
0.4115,-73.0,5.144
0.412,-82.0,5.144
0.4125,-98.0,5.143
0.413,-117.0,5.141
0.4135,-83.0,5.14
0.414,-139.0,5.139
0.4145,-102.0,5.14
0.415,-141.0,5.14
0.4155,-109.0,5.14
0.416,-86.0,5.14
0.4165,-80.0,5.142
0.417,-2.0,5.143
0.4175,35.0,5.143
0.418,81.0,5.146
0.4185,108.0,5.146
0.419,184.0,5.148
0.4195,200.0,5.15
0.42,242.0,5.151
0.4205,268.0,5.152
0.421,336.0,5.152
0.4215,306.0,5.153
0.422,346.0,5.153
0.4225,313.0,5.154
0.423,328.0,5.152
0.4235,287.0,5.152
0.424,310.0,5.15
0.4245,295.0,5.149
0.425,322.0,5.147
0.4255,349.0,5.145
0.426,373.0,5.143
0.4265,414.0,5.142
0.427,415.0,5.139
0.4275,454.0,5.137
0.428,451.0,5.135
0.4285,458.0,5.133
0.429,451.0,5.131
0.4295,477.0,5.13
0.43,452.0,5.128
0.4305,426.0,5.128
0.431,421.0,5.127
0.4315,397.0,5.126
0.432,358.0,5.127
0.4325,326.0,5.126
0.433,289.0,5.127
0.4335,276.0,5.128
0.434,226.0,5.129
0.4345,229.0,5.131
0.435,208.0,5.132
0.4355,179.0,5.133
0.436,158.0,5.133
0.4365,151.0,5.135
0.437,108.0,5.136
0.4375,107.0,5.137
0.438,93.0,5.138
0.4385,61.0,5.139
0.439,37.0,5.14
0.4395,-23.0,5.138
0.44,-20.0,5.139
0.4405,-52.0,5.138
0.441,-49.0,5.138
0.4415,-75.0,5.137
0.442,-59.0,5.135
0.4425,-86.0,5.135
0.443,-83.0,5.134
0.4435,-105.0,5.133
0.444,-126.0,5.132
0.4445,-161.0,5.13
0.445,-181.0,5.129
0.4455,-227.0,5.129
0.446,-229.0,5.128
0.4465,-276.0,5.128
0.447,-238.0,5.127
0.4475,-248.0,5.127
0.448,-213.0,5.127
0.4485,-191.0,5.129
0.449,-150.0,5.129
0.4495,-123.0,5.131
0.45,-91.0,5.131
0.4505,-50.0,5.133
0.451,-25.0,5.134
0.4515,7.0,5.136
0.452,18.0,5.137
0.4525,28.0,5.139
0.453,1.0,5.141
0.4535,-19.0,5.142
0.454,-60.0,5.143
0.4545,-98.0,5.143
0.455,-159.0,5.143
0.4555,-173.0,5.145
0.456,-255.0,5.145
0.4565,-275.0,5.145
0.457,-322.0,5.144
0.4575,-321.0,5.143
0.458,-394.0,5.142
0.4585,-362.0,5.141
0.459,-421.0,5.139
0.4595,-414.0,5.138
0.46,-433.0,5.136
0.4605,-435.0,5.134
0.461,-457.0,5.134
0.4615,-432.0,5.132
0.462,-440.0,5.131
0.4625,-415.0,5.129
0.463,-406.0,5.128
0.4635,-417.0,5.128
0.464,-416.0,5.127
0.4645,-433.0,5.128
0.465,-414.0,5.127
0.4655,-436.0,5.129
0.466,-414.0,5.13
0.4665,-439.0,5.132
0.467,-413.0,5.133
0.4675,-425.0,5.135
0.468,-386.0,5.137
0.4685,-378.0,5.14
0.469,-324.0,5.142
0.4695,-294.0,5.144
0.47,-221.0,5.147
0.4705,-189.0,5.147
0.471,-89.0,5.15
0.4715,-61.0,5.151
0.472,10.0,5.152
0.4725,34.0,5.153
0.473,64.0,5.153
0.4735,83.0,5.152
0.474,107.0,5.152
0.4745,112.0,5.15
0.475,133.0,5.149
0.4755,123.0,5.148
0.476,133.0,5.146
0.4765,111.0,5.144
0.477,98.0,5.141
0.4775,90.0,5.139
0.478,91.0,5.136
0.4785,107.0,5.135
0.479,98.0,5.133
0.4795,123.0,5.13
0.48,127.0,5.129
0.4805,154.0,5.127
0.481,152.0,5.126
0.4815,184.0,5.126
0.482,179.0,5.126
0.4825,222.0,5.126
0.483,202.0,5.126
0.4835,248.0,5.126
0.484,251.0,5.127
0.4845,275.0,5.127
0.485,304.0,5.129
0.4855,333.0,5.13
0.486,327.0,5.129
0.4865,355.0,5.13
0.487,334.0,5.13
0.4875,369.0,5.131
0.488,354.0,5.13
0.4885,359.0,5.13
0.489,344.0,5.129
0.4895,315.0,5.128
0.49,294.0,5.127
0.4905,250.0,5.125
0.491,242.0,5.122
0.4915,176.0,5.121
0.492,179.0,5.118
0.4925,124.0,5.114
0.493,134.0,5.112
0.4935,102.0,5.108
0.494,114.0,5.107
0.4945,97.0,5.104
0.495,132.0,5.102
0.4955,102.0,5.099
0.496,144.0,5.097
0.4965,118.0,5.097
0.497,133.0,5.096
0.4975,112.0,5.095
0.498,130.0,5.095
0.4985,98.0,5.095
0.499,95.0,5.095
0.4995,64.0,5.096
0.5,57.0,5.098
0.5005,27.0,5.098
0.501,-8.0,5.1
0.5015,0.0,5.101
0.502,-26.0,5.103
0.5025,-12.0,5.106
0.503,1.0,5.107
0.5035,13.0,5.108
0.504,21.0,5.11
0.5045,48.0,5.11
0.505,35.0,5.111
0.5055,60.0,5.111
0.506,24.0,5.111
0.5065,54.0,5.111
0.507,51.0,5.111
0.5075,106.0,5.11
0.508,97.0,5.108
0.5085,161.0,5.106
0.509,174.0,5.104
0.5095,207.0,5.101
0.51,221.0,5.1
0.5105,248.0,5.098
0.511,258.0,5.095
0.5115,290.0,5.092
0.512,273.0,5.091
0.5125,314.0,5.09
0.513,318.0,5.089
0.5135,332.0,5.088
0.514,338.0,5.088
0.5145,330.0,5.088
0.515,327.0,5.089
0.5155,306.0,5.09
0.516,309.0,5.092
0.5165,259.0,5.095
0.517,253.0,5.097
0.5175,190.0,5.101
0.518,176.0,5.104
0.5185,109.0,5.108
0.519,52.0,5.112
0.5195,-32.0,5.115
0.52,-89.0,5.119
0.5205,-196.0,5.122
0.521,-234.0,5.125
0.5215,-353.0,5.128
0.522,-395.0,5.13
0.5225,-497.0,5.133
0.523,-514.0,5.134
0.5235,-578.0,5.135
0.524,-596.0,5.136
0.5245,-612.0,5.136
0.525,-622.0,5.136
0.5255,-612.0,5.136
0.526,-583.0,5.136
0.5265,-552.0,5.135
0.527,-513.0,5.134
0.5275,-452.0,5.133
0.528,-395.0,5.132
0.5285,-350.0,5.132
0.529,-299.0,5.13
0.5295,-229.0,5.13
