Time,PCG,ECG
0.0715,-219.0,0.488
0.072,-238.0,0.492
0.0725,-213.0,0.498
0.073,-107.0,0.505
0.0735,-66.0,0.51
0.074,-19.0,0.519
0.0745,37.0,0.526
0.075,36.0,0.534
0.0755,53.0,0.542
0.076,-8.0,0.552
0.0765,-38.0,0.56
0.077,-285.0,0.57
0.0775,-436.0,0.579
0.078,-617.0,0.589
0.0785,-860.0,0.597
0.079,-860.0,0.606
0.0795,-966.0,0.614
0.08,-946.0,0.623
0.0805,-919.0,0.63
0.081,-790.0,0.638
0.0815,-730.0,0.646
0.082,-679.0,0.652
0.0825,-568.0,0.658
0.083,-481.0,0.664
0.0835,-435.0,0.669
0.084,-343.0,0.674
0.0845,-262.0,0.68
0.085,-336.0,0.684
0.0855,-302.0,0.689
0.086,-338.0,0.693
0.0865,-323.0,0.697
0.087,-332.0,0.702
0.0875,-272.0,0.707
0.088,-114.0,0.711
0.0885,71.0,0.715
0.089,327.0,0.72
0.0895,443.0,0.725
0.09,638.0,0.73
0.0905,674.0,0.735
0.091,742.0,0.741
0.0915,949.0,0.745
0.092,784.0,0.75
0.0925,886.0,0.754
0.093,843.0,0.76
0.0935,844.0,0.765
0.094,937.0,0.769
0.0945,840.0,0.774
0.095,927.0,0.778
0.0955,869.0,0.781
0.096,908.0,0.785
0.0965,885.0,0.788
0.097,876.0,0.792
0.0975,1020.0,0.795
0.098,965.0,0.796
0.0985,992.0,0.8
0.099,895.0,0.8
0.0995,760.0,0.802
0.1,523.0,0.803
0.1005,329.0,0.805
0.101,104.0,0.807
0.1015,-161.0,0.808
0.102,-367.0,0.809
0.1025,-475.0,0.81
0.103,-594.0,0.812
0.1035,-567.0,0.813
0.104,-555.0,0.816
0.1045,-497.0,0.818
0.105,-337.0,0.821
0.1055,-318.0,0.824
0.106,-190.0,0.828
0.1065,-71.0,0.832
0.107,-21.0,0.837
0.1075,53.0,0.841
0.108,101.0,0.845
0.1085,-31.0,0.849
0.109,-32.0,0.855
0.1095,-142.0,0.861
0.11,-227.0,0.866
0.1105,-212.0,0.871
0.111,-197.0,0.877
0.1115,-28.0,0.882
0.112,152.0,0.888
0.1125,200.0,0.893
0.113,523.0,0.898
0.1135,549.0,0.902
0.114,662.0,0.907
0.1145,796.0,0.91
0.115,751.0,0.913
0.1155,936.0,0.916
0.116,815.0,0.918
0.1165,960.0,0.919
0.117,921.0,0.92
0.1175,941.0,0.922
0.118,1017.0,0.922
0.1185,989.0,0.921
0.119,1003.0,0.921
0.1195,933.0,0.918
0.12,848.0,0.917
0.1205,712.0,0.913
0.121,615.0,0.91
0.1215,421.0,0.906
0.122,222.0,0.904
0.1225,128.0,0.899
0.123,-15.0,0.894
0.1235,-154.0,0.889
0.124,-225.0,0.884
0.1245,-292.0,0.879
0.125,-311.0,0.873
0.1255,-255.0,0.867
0.126,-273.0,0.862
0.1265,-165.0,0.855
0.127,-225.0,0.85
0.1275,-147.0,0.842
0.128,-168.0,0.837
0.1285,-251.0,0.83
0.129,-263.0,0.826
0.1295,-396.0,0.821
0.13,-348.0,0.814
0.1305,-516.0,0.81
0.131,-460.0,0.804
0.1315,-516.0,0.801
0.132,-519.0,0.797
0.1325,-469.0,0.794
0.133,-434.0,0.791
0.1335,-374.0,0.79
0.134,-353.0,0.79
0.1345,-232.0,0.79
0.135,-217.0,0.791
0.1355,-230.0,0.794
0.136,-201.0,0.798
0.1365,-198.0,0.802
0.137,-276.0,0.808
0.1375,-315.0,0.813
0.138,-269.0,0.82
0.1385,-403.0,0.826
0.139,-322.0,0.833
0.1395,-349.0,0.839
0.14,-326.0,0.845
0.1405,-367.0,0.852
0.141,-450.0,0.857
0.1415,-452.0,0.861
0.142,-604.0,0.864
0.1425,-572.0,0.866
0.143,-730.0,0.867
0.1435,-689.0,0.867
0.144,-678.0,0.864
0.1445,-597.0,0.862
0.145,-516.0,0.856
0.1455,-516.0,0.85
0.146,-362.0,0.842
0.1465,-231.0,0.832
0.147,-172.0,0.82
0.1475,-4.0,0.807
0.148,162.0,0.794
0.1485,219.0,0.779
0.149,319.0,0.764
0.1495,453.0,0.748
0.15,385.0,0.731
0.1505,460.0,0.714
0.151,505.0,0.696
0.1515,615.0,0.679
0.152,710.0,0.662
0.1525,707.0,0.644
0.153,802.0,0.627
0.1535,760.0,0.611
0.154,666.0,0.595
0.1545,649.0,0.579
0.155,594.0,0.565
0.1555,443.0,0.552
0.156,450.0,0.541
0.1565,459.0,0.529
0.157,440.0,0.52
0.1575,441.0,0.511
0.158,532.0,0.504
0.1585,532.0,0.497
0.159,622.0,0.491
0.1595,546.0,0.486
0.16,493.0,0.482
0.1605,476.0,0.479
0.161,276.0,0.476
0.1615,339.0,0.475
0.162,281.0,0.473
0.1625,145.0,0.471
0.163,272.0,0.471
0.1635,207.0,0.47
0.164,114.0,0.469
0.1645,143.0,0.468
0.165,105.0,0.467
0.1655,94.0,0.467
0.166,51.0,0.466
0.1665,64.0,0.465
0.167,-32.0,0.463
0.1675,-56.0,0.463
0.168,-184.0,0.462
0.1685,-237.0,0.46
0.169,-352.0,0.459
0.1695,-500.0,0.458
0.17,-593.0,0.457
0.1705,-683.0,0.457
0.171,-886.0,0.455
0.1715,-805.0,0.456
0.172,-837.0,0.456
0.1725,-852.0,0.455
0.173,-723.0,0.457
0.1735,-739.0,0.458
0.174,-651.0,0.458
0.1745,-675.0,0.46
0.175,-686.0,0.462
0.1755,-680.0,0.464
0.176,-715.0,0.466
0.1765,-709.0,0.468
0.177,-693.0,0.47
0.1775,-625.0,0.473
0.178,-679.0,0.475
0.1785,-605.0,0.476
0.179,-516.0,0.478
0.1795,-608.0,0.48
0.18,-515.0,0.481
0.1805,-498.0,0.482
0.181,-550.0,0.484
0.1815,-478.0,0.486
0.182,-496.0,0.486
0.1825,-521.0,0.487
0.183,-454.0,0.487
0.1835,-525.0,0.488
0.184,-479.0,0.489
0.1845,-497.0,0.49
0.185,-529.0,0.491
0.1855,-472.0,0.493
0.186,-461.0,0.494
0.1865,-473.0,0.497
0.187,-425.0,0.498
0.1875,-430.0,0.501
0.188,-469.0,0.504
0.1885,-469.0,0.506
0.189,-402.0,0.508
0.1895,-457.0,0.512
0.19,-356.0,0.514
0.1905,-252.0,0.516
0.191,-321.0,0.52
0.1915,-229.0,0.521
0.192,-446.0,0.524
0.1925,-619.0,0.527
0.193,-1014.0,0.527
0.1935,-1497.0,0.528
0.194,-2006.0,0.529
0.1945,-2564.0,0.529
0.195,-3128.0,0.529
0.1955,-3373.0,0.528
0.196,-2961.0,0.529
0.1965,-1497.0,0.526
0.197,62.0,0.526
0.1975,1573.0,0.523
0.198,2986.0,0.521
0.1985,3978.0,0.519
0.199,5034.0,0.517
0.1995,5945.0,0.515
0.2,6475.0,0.512
0.2005,6801.0,0.509
0.201,6868.0,0.505
0.2015,6812.0,0.502
0.202,6726.0,0.5
0.2025,6456.0,0.497
0.203,6074.0,0.494
0.2035,5379.0,0.489
0.204,4670.0,0.486
0.2045,3878.0,0.48
0.205,3134.0,0.476
0.2055,2568.0,0.471
0.206,2002.0,0.466
0.2065,1461.0,0.46
0.207,755.0,0.454
0.2075,-199.0,0.448
0.208,-1226.0,0.442
0.2085,-2448.0,0.435
0.209,-3698.0,0.428
0.2095,-4836.0,0.421
0.21,-5659.0,0.414
0.2105,-6440.0,0.406
0.211,-6898.0,0.4
0.2115,-7078.0,0.393
0.212,-7026.0,0.387
0.2125,-6872.0,0.381
0.213,-6500.0,0.375
0.2135,-5984.0,0.37
0.214,-5553.0,0.365
0.2145,-4931.0,0.361
0.215,-4466.0,0.357
0.2155,-3831.0,0.354
0.216,-3400.0,0.35
0.2165,-2886.0,0.349
0.217,-2446.0,0.347
0.2175,-2149.0,0.347
0.218,-1716.0,0.345
0.2185,-1406.0,0.345
0.219,-963.0,0.345
0.2195,-629.0,0.346
0.22,-153.0,0.345
0.2205,569.0,0.347
0.221,1098.0,0.347
0.2215,1968.0,0.349
0.222,2852.0,0.35
0.2225,3489.0,0.351
0.223,4085.0,0.351
0.2235,4487.0,0.351
0.224,4605.0,0.35
0.2245,4628.0,0.349
0.225,4443.0,0.347
0.2255,4277.0,0.345
0.226,3903.0,0.343
0.2265,3561.0,0.339
0.227,3259.0,0.336
0.2275,2768.0,0.332
0.228,2456.0,0.327
0.2285,2081.0,0.324
0.229,1821.0,0.319
0.2295,1448.0,0.314
0.23,1112.0,0.31
0.2305,887.0,0.306
0.231,514.0,0.302
0.2315,225.0,0.298
0.232,-20.0,0.293
0.2325,-333.0,0.29
0.233,-577.0,0.287
0.2335,-878.0,0.285
0.234,-1117.0,0.282
0.2345,-1402.0,0.281
0.235,-1579.0,0.28
0.2355,-1724.0,0.28
0.236,-1903.0,0.281
0.2365,-2008.0,0.282
0.237,-1954.0,0.284
0.2375,-1827.0,0.286
0.238,-1819.0,0.291
0.2385,-1624.0,0.294
0.239,-1381.0,0.299
0.2395,-1203.0,0.304
0.24,-1043.0,0.308
0.2405,-821.0,0.314
0.241,-707.0,0.319
0.2415,-601.0,0.325
0.242,-464.0,0.331
0.2425,-445.0,0.336
0.243,-338.0,0.342
0.2435,-269.0,0.346
0.244,-182.0,0.352
0.2445,-36.0,0.356
0.245,-34.0,0.36
0.2455,172.0,0.363
0.246,181.0,0.367
0.2465,271.0,0.369
0.247,335.0,0.371
0.2475,398.0,0.373
0.248,427.0,0.373
0.2485,480.0,0.374
0.249,565.0,0.374
0.2495,675.0,0.373
0.25,668.0,0.372
0.2505,775.0,0.37
0.251,818.0,0.367
0.2515,747.0,0.365
0.252,834.0,0.364
0.2525,780.0,0.36
0.253,802.0,0.358
0.2535,784.0,0.355
0.254,844.0,0.353
0.2545,832.0,0.351
0.255,808.0,0.349
0.2555,761.0,0.347
0.256,813.0,0.347
0.2565,647.0,0.345
0.257,687.0,0.346
0.2575,624.0,0.347
0.258,737.0,0.347
0.2585,565.0,0.349
0.259,511.0,0.352
0.2595,720.0,0.354
0.26,426.0,0.357
0.2605,560.0,0.361
0.261,367.0,0.366
0.2615,342.0,0.369
0.262,262.0,0.375
0.2625,130.0,0.38
0.263,109.0,0.386
0.2635,-46.0,0.39
0.264,-84.0,0.395
0.2645,-83.0,0.401
0.265,-181.0,0.406
0.2655,-166.0,0.41
0.266,-184.0,0.415
0.2665,-246.0,0.42
0.267,-266.0,0.424
0.2675,-328.0,0.427
0.268,-366.0,0.43
0.2685,-394.0,0.432
0.269,-525.0,0.434
0.2695,-430.0,0.436
0.27,-632.0,0.438
0.2705,-541.0,0.439
0.271,-658.0,0.441
0.2715,-656.0,0.441
0.272,-546.0,0.441
0.2725,-627.0,0.443
0.273,-406.0,0.443
0.2735,-423.0,0.443
0.274,-315.0,0.444
0.2745,-133.0,0.444
0.275,-119.0,0.443
0.2755,19.0,0.445
0.276,70.0,0.444
0.2765,97.0,0.443
0.277,188.0,0.444
0.2775,214.0,0.443
0.278,231.0,0.443
0.2785,229.0,0.441
0.279,202.0,0.442
0.2795,243.0,0.44
0.28,135.0,0.438
0.2805,242.0,0.437
0.281,107.0,0.435
0.2815,145.0,0.433
0.282,62.0,0.43
0.2825,40.0,0.428
0.283,96.0,0.425
0.2835,-40.0,0.423
0.284,-14.0,0.42
0.2845,69.0,0.418
0.285,-8.0,0.414
0.2855,-92.0,0.412
0.286,-87.0,0.409
0.2865,-236.0,0.408
0.287,-268.0,0.405
0.2875,-306.0,0.405
0.288,-333.0,0.404
0.2885,-296.0,0.405
0.289,-217.0,0.405
0.2895,-149.0,0.407
0.29,-54.0,0.41
0.2905,-4.0,0.413
0.291,-34.0,0.418
0.2915,23.0,0.423
0.292,-30.0,0.429
0.2925,-56.0,0.435
0.293,-35.0,0.441
0.2935,-71.0,0.448
0.294,-169.0,0.455
0.2945,-139.0,0.463
0.295,-295.0,0.47
0.2955,-282.0,0.476
0.296,-356.0,0.482
0.2965,-506.0,0.487
0.297,-409.0,0.491
0.2975,-581.0,0.495
0.298,-557.0,0.496
0.2985,-552.0,0.498
0.299,-624.0,0.497
0.2995,-563.0,0.496
0.3,-548.0,0.494
0.3005,-579.0,0.49
0.301,-504.0,0.486
0.3015,-470.0,0.48
0.302,-432.0,0.473
0.3025,-233.0,0.466
0.303,-209.0,0.458
0.3035,-70.0,0.45
0.304,77.0,0.44
0.3045,113.0,0.431
0.305,190.0,0.422
0.3055,288.0,0.413
0.306,356.0,0.404
0.3065,326.0,0.395
0.307,425.0,0.386
0.3075,379.0,0.378
0.308,405.0,0.372
0.3085,330.0,0.364
0.309,258.0,0.358
0.3095,268.0,0.352
0.31,149.0,0.346
0.3105,56.0,0.343
0.311,71.0,0.34
0.3115,-16.0,0.336
0.312,31.0,0.334
0.3125,28.0,0.331
0.313,47.0,0.33
0.3135,40.0,0.33
0.314,82.0,0.33
0.3145,108.0,0.329
0.315,45.0,0.329
0.3155,169.0,0.329
0.316,154.0,0.33
0.3165,201.0,0.332
0.317,280.0,0.333
0.3175,196.0,0.335
0.318,279.0,0.336
0.3185,300.0,0.338
0.319,193.0,0.341
0.3195,261.0,0.345
0.32,179.0,0.348
0.3205,160.0,0.351
0.321,156.0,0.354
0.3215,139.0,0.358
0.322,99.0,0.362
0.3225,142.0,0.365
0.323,66.0,0.369
0.3235,-25.0,0.373
0.324,-89.0,0.376
0.3245,-150.0,0.378
0.325,-152.0,0.381
0.3255,-200.0,0.384
0.326,-291.0,0.386
0.3265,-340.0,0.387
0.327,-372.0,0.389
0.3275,-516.0,0.391
0.328,-546.0,0.392
0.3285,-666.0,0.392
0.329,-662.0,0.393
0.3295,-712.0,0.394
0.33,-672.0,0.396
0.3305,-641.0,0.395
0.331,-650.0,0.397
0.3315,-661.0,0.397
0.332,-622.0,0.398
0.3325,-602.0,0.399
0.333,-609.0,0.401
0.3335,-609.0,0.403
0.334,-560.0,0.404
0.3345,-534.0,0.408
0.335,-418.0,0.41
0.3355,-390.0,0.412
0.336,-345.0,0.415
0.3365,-262.0,0.419
0.337,-236.0,0.423
0.3375,-177.0,0.426
0.338,-98.0,0.43
0.3385,-64.0,0.434
0.339,-38.0,0.438
0.3395,48.0,0.441
0.34,27.0,0.445
0.3405,63.0,0.447
0.341,46.0,0.451
0.3415,71.0,0.454
0.342,52.0,0.457
0.3425,115.0,0.46
0.343,114.0,0.462
0.3435,207.0,0.463
0.344,227.0,0.466
0.3445,273.0,0.466
0.345,366.0,0.466
0.3455,362.0,0.466
0.346,471.0,0.465
0.3465,483.0,0.463
0.347,520.0,0.461
0.3475,673.0,0.458
0.348,727.0,0.455
0.3485,824.0,0.451
0.349,805.0,0.445
0.3495,870.0,0.439
0.35,868.0,0.433
0.3505,824.0,0.428
0.351,819.0,0.422
0.3515,762.0,0.416
0.352,799.0,0.41
0.3525,763.0,0.405
0.353,717.0,0.399
0.3535,736.0,0.396
0.354,603.0,0.393
0.3545,613.0,0.39
0.355,541.0,0.388
0.3555,430.0,0.388
0.356,422.0,0.388
0.3565,350.0,0.39
0.357,343.0,0.39
0.3575,318.0,0.393
0.358,291.0,0.394
0.3585,272.0,0.398
0.359,189.0,0.4
0.3595,74.0,0.403
0.36,13.0,0.406
0.3605,-63.0,0.409
0.361,-108.0,0.411
0.3615,-178.0,0.413
0.362,-251.0,0.415
0.3625,-263.0,0.416
0.363,-294.0,0.417
0.3635,-337.0,0.418
0.364,-418.0,0.419
0.3645,-389.0,0.417
0.365,-471.0,0.416
0.3655,-492.0,0.416
0.366,-487.0,0.415
0.3665,-500.0,0.413
0.367,-548.0,0.412
0.3675,-526.0,0.41
0.368,-620.0,0.409
0.3685,-594.0,0.407
0.369,-619.0,0.406
0.3695,-556.0,0.405
0.37,-575.0,0.404
0.3705,-550.0,0.404
0.371,-449.0,0.405
0.3715,-497.0,0.405
0.372,-500.0,0.407
0.3725,-496.0,0.408
0.373,-475.0,0.41
0.3735,-431.0,0.413
0.374,-340.0,0.416
0.3745,-253.0,0.419
0.375,-195.0,0.422
0.3755,-102.0,0.426
0.376,-38.0,0.429
0.3765,66.0,0.433
0.377,35.0,0.436
0.3775,81.0,0.439
0.378,113.0,0.442
0.3785,141.0,0.444
0.379,174.0,0.447
0.3795,209.0,0.449
0.38,309.0,0.451
0.3805,377.0,0.453
0.381,464.0,0.454
0.3815,453.0,0.455
0.382,475.0,0.454
0.3825,381.0,0.456
0.383,425.0,0.456
0.3835,345.0,0.457
0.384,384.0,0.457
0.3845,373.0,0.456
0.385,325.0,0.457
0.3855,424.0,0.457
0.386,350.0,0.458
0.3865,371.0,0.459
0.387,396.0,0.459
0.3875,348.0,0.458
0.388,389.0,0.459
0.3885,391.0,0.459
0.389,360.0,0.46
0.3895,374.0,0.46
0.39,456.0,0.459
0.3905,499.0,0.46
0.391,476.0,0.46
0.3915,542.0,0.46
0.392,398.0,0.46
0.3925,514.0,0.46
0.393,462.0,0.461
0.3935,487.0,0.459
0.394,508.0,0.46
0.3945,486.0,0.46
0.395,538.0,0.459
0.3955,543.0,0.458
0.396,534.0,0.457
0.3965,551.0,0.457
0.397,511.0,0.455
0.3975,515.0,0.453
0.398,473.0,0.451
0.3985,413.0,0.449
0.399,393.0,0.446
0.3995,316.0,0.443
0.4,291.0,0.441
0.4005,220.0,0.438
0.401,179.0,0.436
0.4015,111.0,0.433
0.402,31.0,0.43
0.4025,0.0,0.428
0.403,-71.0,0.428
0.4035,-87.0,0.425
0.404,-196.0,0.425
0.4045,-209.0,0.425
0.405,-269.0,0.425
0.4055,-322.0,0.425
0.406,-362.0,0.426
0.4065,-401.0,0.428
0.407,-430.0,0.429
0.4075,-552.0,0.432
0.408,-584.0,0.435
0.4085,-619.0,0.439
0.409,-773.0,0.442
0.4095,-721.0,0.446
0.41,-743.0,0.448
0.4105,-812.0,0.452
0.411,-701.0,0.456
0.4115,-781.0,0.459
0.412,-766.0,0.463
0.4125,-713.0,0.466
0.413,-761.0,0.467
0.4135,-761.0,0.468
0.414,-802.0,0.47
0.4145,-782.0,0.471
0.415,-808.0,0.472
0.4155,-739.0,0.47
0.416,-751.0,0.469
0.4165,-713.0,0.469
0.417,-713.0,0.466
0.4175,-679.0,0.463
0.418,-605.0,0.461
0.4185,-552.0,0.456
0.419,-469.0,0.452
0.4195,-315.0,0.448
0.42,-221.0,0.442
0.4205,-81.0,0.436
0.421,50.0,0.431
0.4215,103.0,0.425
0.422,234.0,0.419
0.4225,247.0,0.414
0.423,303.0,0.407
0.4235,371.0,0.403
0.424,423.0,0.397
0.4245,493.0,0.393
0.425,536.0,0.389
0.4255,589.0,0.385
0.426,550.0,0.383
0.4265,526.0,0.382
0.427,534.0,0.38
0.4275,430.0,0.379
0.428,473.0,0.378
0.4285,359.0,0.377
0.429,370.0,0.377
0.4295,318.0,0.377
0.43,235.0,0.377
0.4305,202.0,0.377
0.431,107.0,0.377
0.4315,26.0,0.376
0.432,-80.0,0.377
0.4325,-94.0,0.375
0.433,-124.0,0.375
0.4335,-149.0,0.374
0.434,-91.0,0.373
0.4345,-95.0,0.373
0.435,-4.0,0.371
0.4355,36.0,0.37
0.436,54.0,0.369
0.4365,115.0,0.368
0.437,78.0,0.368
0.4375,146.0,0.367
0.438,191.0,0.367
0.4385,165.0,0.368
0.439,193.0,0.369
0.4395,270.0,0.369
0.44,203.0,0.371
0.4405,283.0,0.371
0.441,199.0,0.374
0.4415,236.0,0.375
0.442,258.0,0.377
0.4425,235.0,0.38
0.443,222.0,0.382
0.4435,183.0,0.385
0.444,156.0,0.387
0.4445,85.0,0.389
0.445,30.0,0.391
0.4455,-28.0,0.394
0.446,-142.0,0.396
0.4465,-128.0,0.398
0.447,-312.0,0.4
0.4475,-282.0,0.4
0.448,-295.0,0.401
0.4485,-300.0,0.403
0.449,-264.0,0.403
0.4495,-362.0,0.404
0.45,-345.0,0.403
0.4505,-389.0,0.403
0.451,-388.0,0.403
0.4515,-453.0,0.403
0.452,-429.0,0.402
0.4525,-502.0,0.402
0.453,-612.0,0.402
0.4535,-567.0,0.401
0.454,-731.0,0.401
0.4545,-764.0,0.4
0.455,-818.0,0.4
0.4555,-928.0,0.401
0.456,-954.0,0.402
0.4565,-995.0,0.403
0.457,-969.0,0.403
0.4575,-987.0,0.404
0.458,-916.0,0.406
0.4585,-878.0,0.407
0.459,-775.0,0.409
0.4595,-705.0,0.411
0.46,-611.0,0.412
0.4605,-388.0,0.414
0.461,-303.0,0.417
0.4615,-232.0,0.419
0.462,-125.0,0.42
0.4625,-67.0,0.421
0.463,45.0,0.422
0.4635,183.0,0.424
0.464,245.0,0.425
0.4645,406.0,0.426
0.465,472.0,0.426
0.4655,548.0,0.428
0.466,543.0,0.429
0.4665,530.0,0.43
0.467,550.0,0.43
0.4675,521.0,0.431
0.468,511.0,0.431
0.4685,477.0,0.432
0.469,510.0,0.433
0.4695,544.0,0.434
0.47,546.0,0.436
0.4705,580.0,0.436
0.471,565.0,0.439
0.4715,627.0,0.441
0.472,557.0,0.444
0.4725,434.0,0.447
0.473,507.0,0.451
0.4735,439.0,0.455
0.474,368.0,0.46
0.4745,383.0,0.465
0.475,236.0,0.471
0.4755,255.0,0.477
0.476,198.0,0.484
0.4765,59.0,0.491
0.477,114.0,0.498
0.4775,7.0,0.505
0.478,113.0,0.512
0.4785,167.0,0.52
0.479,245.0,0.528
0.4795,209.0,0.533
0.48,402.0,0.539
0.4805,448.0,0.545
0.481,399.0,0.551
0.4815,632.0,0.555
0.482,549.0,0.56
0.4825,661.0,0.563
0.483,768.0,0.566
0.4835,803.0,0.568
0.484,871.0,0.57
0.4845,864.0,0.57
0.485,874.0,0.571
0.4855,813.0,0.572
0.486,807.0,0.57
0.4865,658.0,0.569
0.487,641.0,0.568
0.4875,472.0,0.568
0.488,499.0,0.565
0.4885,374.0,0.564
0.489,285.0,0.562
0.4895,239.0,0.56
0.49,127.0,0.558
0.4905,85.0,0.557
0.491,-60.0,0.554
0.4915,-116.0,0.552
0.492,-159.0,0.549
0.4925,-240.0,0.546
0.493,-300.0,0.543
0.4935,-359.0,0.539
0.494,-342.0,0.536
0.4945,-407.0,0.531
0.495,-481.0,0.527
0.4955,-489.0,0.521
0.496,-481.0,0.515
0.4965,-528.0,0.509
0.497,-596.0,0.502
0.4975,-700.0,0.495
0.498,-699.0,0.487
0.4985,-677.0,0.478
0.499,-769.0,0.469
0.4995,-738.0,0.461
0.5,-725.0,0.452
0.5005,-658.0,0.443
0.501,-543.0,0.434
0.5015,-594.0,0.426
0.502,-505.0,0.419
0.5025,-455.0,0.412
0.503,-457.0,0.405
0.5035,-520.0,0.4
0.504,-493.0,0.396
0.5045,-556.0,0.392
0.505,-507.0,0.391
0.5055,-539.0,0.39
0.506,-545.0,0.391
0.5065,-418.0,0.395
0.507,-501.0,0.399
0.5075,-465.0,0.404
0.508,-469.0,0.41
0.5085,-402.0,0.417
0.509,-380.0,0.425
0.5095,-361.0,0.433
0.51,-296.0,0.441
0.5105,-196.0,0.45
0.511,-133.0,0.457
0.5115,-167.0,0.464
0.512,-62.0,0.471
0.5125,11.0,0.476
0.513,-14.0,0.48
0.5135,92.0,0.483
0.514,119.0,0.484
0.5145,151.0,0.484
0.515,250.0,0.482
0.5155,270.0,0.479
0.516,291.0,0.475
0.5165,335.0,0.471
0.517,338.0,0.464
0.5175,344.0,0.458
0.518,401.0,0.45
0.5185,379.0,0.443
0.519,416.0,0.434
0.5195,474.0,0.425
0.52,393.0,0.417
0.5205,512.0,0.408
0.521,471.0,0.399
0.5215,466.0,0.391
0.522,566.0,0.383
0.5225,398.0,0.376
0.523,539.0,0.37
0.5235,548.0,0.363
0.524,554.0,0.358
0.5245,517.0,0.354
0.525,514.0,0.35
0.5255,515.0,0.347
0.526,393.0,0.345
0.5265,468.0,0.343
0.527,379.0,0.342
0.5275,388.0,0.342
0.528,454.0,0.342
0.5285,390.0,0.344
0.529,474.0,0.344
0.5295,417.0,0.346
0.53,447.0,0.347
0.5305,442.0,0.35
0.531,418.0,0.353
0.5315,425.0,0.356
0.532,436.0,0.358
0.5325,353.0,0.361
0.533,445.0,0.364
0.5335,357.0,0.368
