Time,PCG,ECG
0.045,-1066.0,5.084
0.0455,-967.0,5.081
0.046,-829.0,5.081
0.0465,-714.0,5.08
0.047,-580.0,5.079
0.0475,-474.0,5.078
0.048,-411.0,5.078
0.0485,-359.0,5.078
0.049,-349.0,5.078
0.0495,-390.0,5.078
0.05,-437.0,5.08
0.0505,-477.0,5.081
0.051,-504.0,5.081
0.0515,-520.0,5.083
0.052,-538.0,5.085
0.0525,-540.0,5.086
0.053,-534.0,5.088
0.0535,-505.0,5.09
0.054,-485.0,5.091
0.0545,-490.0,5.092
0.055,-483.0,5.094
0.0555,-484.0,5.095
0.056,-520.0,5.095
0.0565,-553.0,5.097
0.057,-639.0,5.096
0.0575,-703.0,5.097
0.058,-759.0,5.096
0.0585,-779.0,5.095
0.059,-774.0,5.093
0.0595,-758.0,5.093
0.06,-706.0,5.09
0.0605,-642.0,5.089
0.061,-582.0,5.088
0.0615,-543.0,5.086
0.062,-466.0,5.085
0.0625,-391.0,5.084
0.063,-351.0,5.083
0.0635,-341.0,5.083
0.064,-339.0,5.082
0.0645,-333.0,5.082
0.065,-296.0,5.083
0.0655,-242.0,5.083
0.066,-210.0,5.084
0.0665,-185.0,5.086
0.067,-171.0,5.086
0.0675,-125.0,5.088
0.068,-85.0,5.091
0.0685,-24.0,5.091
0.069,51.0,5.093
0.0695,150.0,5.095
0.07,239.0,5.097
0.0705,324.0,5.1
0.071,373.0,5.102
0.0715,420.0,5.103
0.072,464.0,5.104
0.0725,448.0,5.105
0.073,482.0,5.108
0.0735,525.0,5.108
0.074,597.0,5.11
0.0745,669.0,5.11
0.075,741.0,5.111
0.0755,811.0,5.111
0.076,863.0,5.111
0.0765,916.0,5.111
0.077,966.0,5.111
0.0775,983.0,5.11
0.078,1031.0,5.111
0.0785,1038.0,5.11
0.079,1018.0,5.11
0.0795,999.0,5.109
0.08,986.0,5.11
0.0805,906.0,5.109
0.081,966.0,5.11
0.0815,1019.0,5.111
0.082,1006.0,5.111
0.0825,961.0,5.112
0.083,807.0,5.112
0.0835,544.0,5.113
0.084,190.0,5.113
0.0845,-82.0,5.115
0.085,-287.0,5.115
0.0855,-405.0,5.116
0.086,-439.0,5.117
0.0865,-425.0,5.118
0.087,-342.0,5.119
0.0875,-229.0,5.121
0.088,-181.0,5.121
0.0885,-126.0,5.121
0.089,-5.0,5.122
0.0895,102.0,5.123
0.09,205.0,5.123
0.0905,295.0,5.123
0.091,391.0,5.123
0.0915,467.0,5.122
0.092,503.0,5.121
0.0925,519.0,5.12
0.093,448.0,5.12
0.0935,273.0,5.12
0.094,62.0,5.118
0.0945,-120.0,5.119
0.095,-307.0,5.118
0.0955,-496.0,5.117
0.096,-605.0,5.118
0.0965,-604.0,5.118
0.097,-577.0,5.12
0.0975,-507.0,5.121
0.098,-386.0,5.121
0.0985,-322.0,5.124
0.099,-271.0,5.124
0.0995,-201.0,5.127
0.1,-141.0,5.128
0.1005,-56.0,5.131
0.101,69.0,5.133
0.1015,171.0,5.134
0.102,237.0,5.135
0.1025,242.0,5.136
0.103,206.0,5.138
0.1035,148.0,5.138
0.104,46.0,5.139
0.1045,-88.0,5.139
0.105,-187.0,5.14
0.1055,-270.0,5.14
0.106,-359.0,5.14
0.1065,-380.0,5.14
0.107,-372.0,5.141
0.1075,-364.0,5.14
0.108,-331.0,5.139
0.1085,-241.0,5.138
0.109,-190.0,5.138
0.1095,-187.0,5.138
0.11,-152.0,5.137
0.1105,-147.0,5.136
0.111,-184.0,5.136
0.1115,-177.0,5.136
0.112,-147.0,5.136
0.1125,-157.0,5.136
0.113,-154.0,5.137
0.1135,-168.0,5.137
0.114,-215.0,5.139
0.1145,-214.0,5.139
0.115,-243.0,5.139
0.1155,-312.0,5.141
0.116,-358.0,5.141
0.1165,-389.0,5.141
0.117,-428.0,5.142
0.1175,-421.0,5.144
0.118,-396.0,5.144
0.1185,-368.0,5.145
0.119,-333.0,5.146
0.1195,-301.0,5.145
0.12,-227.0,5.146
0.1205,-151.0,5.145
0.121,-76.0,5.146
0.1215,46.0,5.145
0.122,188.0,5.147
0.1225,262.0,5.146
0.123,356.0,5.145
0.1235,405.0,5.146
0.124,482.0,5.146
0.1245,550.0,5.146
0.125,608.0,5.145
0.1255,685.0,5.144
0.126,699.0,5.145
0.1265,710.0,5.144
0.127,716.0,5.145
0.1275,700.0,5.143
0.128,671.0,5.144
0.1285,660.0,5.143
0.129,661.0,5.144
0.1295,655.0,5.144
0.13,625.0,5.144
0.1305,600.0,5.144
0.131,551.0,5.144
0.1315,484.0,5.146
0.132,444.0,5.146
0.1325,377.0,5.147
0.133,307.0,5.147
0.1335,264.0,5.149
0.134,214.0,5.15
0.1345,150.0,5.151
0.135,88.0,5.152
0.1355,37.0,5.154
0.136,-34.0,5.156
0.1365,-108.0,5.157
0.137,-168.0,5.159
0.1375,-243.0,5.16
0.138,-329.0,5.161
0.1385,-369.0,5.162
0.139,-386.0,5.163
0.1395,-429.0,5.163
0.14,-479.0,5.164
0.1405,-536.0,5.164
0.141,-609.0,5.164
0.1415,-677.0,5.164
0.142,-749.0,5.163
0.1425,-814.0,5.163
0.143,-908.0,5.162
0.1435,-987.0,5.162
0.144,-1068.0,5.16
0.1445,-1150.0,5.16
0.145,-1189.0,5.158
0.1455,-1189.0,5.158
0.146,-1171.0,5.157
0.1465,-1129.0,5.156
0.147,-1063.0,5.155
0.1475,-1000.0,5.154
0.148,-917.0,5.154
0.1485,-851.0,5.153
0.149,-760.0,5.154
0.1495,-705.0,5.153
0.15,-667.0,5.153
0.1505,-624.0,5.153
0.151,-590.0,5.152
0.1515,-566.0,5.153
0.152,-554.0,5.154
0.1525,-569.0,5.154
0.153,-582.0,5.154
0.1535,-569.0,5.153
0.154,-558.0,5.154
0.1545,-514.0,5.152
0.155,-501.0,5.152
0.1555,-502.0,5.151
0.156,-546.0,5.151
0.1565,-589.0,5.149
0.157,-611.0,5.148
0.1575,-653.0,5.145
0.158,-655.0,5.143
0.1585,-665.0,5.14
0.159,-683.0,5.137
0.1595,-680.0,5.133
0.16,-707.0,5.131
0.1605,-690.0,5.127
0.161,-667.0,5.124
0.1615,-613.0,5.122
0.162,-517.0,5.118
0.1625,-433.0,5.115
0.163,-359.0,5.114
0.1635,-289.0,5.111
0.164,-251.0,5.109
0.1645,-221.0,5.107
0.165,-193.0,5.106
0.1655,-167.0,5.105
0.166,-123.0,5.104
0.1665,-66.0,5.103
0.167,11.0,5.102
0.1675,92.0,5.102
0.168,190.0,5.101
0.1685,290.0,5.1
0.169,344.0,5.099
0.1695,404.0,5.099
0.17,470.0,5.098
0.1705,512.0,5.098
0.171,569.0,5.096
0.1715,644.0,5.097
0.172,685.0,5.097
0.1725,716.0,5.095
0.173,735.0,5.095
0.1735,777.0,5.094
0.174,808.0,5.093
0.1745,849.0,5.092
0.175,890.0,5.091
0.1755,891.0,5.09
0.176,933.0,5.089
0.1765,952.0,5.087
0.177,924.0,5.086
0.1775,914.0,5.085
0.178,893.0,5.084
0.1785,882.0,5.082
0.179,900.0,5.082
0.1795,930.0,5.081
0.18,963.0,5.08
0.1805,997.0,5.08
0.181,1062.0,5.08
0.1815,1096.0,5.081
0.182,1113.0,5.08
0.1825,1139.0,5.081
0.183,1157.0,5.081
0.1835,1126.0,5.081
0.184,1123.0,5.082
0.1845,1129.0,5.083
0.185,1113.0,5.083
0.1855,1093.0,5.085
0.186,1100.0,5.084
0.1865,1108.0,5.085
0.187,1110.0,5.085
0.1875,1102.0,5.086
0.188,1087.0,5.087
0.1885,1059.0,5.087
0.189,1041.0,5.086
0.1895,982.0,5.086
0.19,943.0,5.086
0.1905,905.0,5.084
0.191,843.0,5.084
0.1915,819.0,5.082
0.192,765.0,5.082
0.1925,719.0,5.081
0.193,665.0,5.078
0.1935,586.0,5.076
0.194,520.0,5.074
0.1945,443.0,5.072
0.195,371.0,5.071
0.1955,315.0,5.068
0.196,267.0,5.067
0.1965,237.0,5.065
0.197,184.0,5.064
0.1975,126.0,5.062
0.198,78.0,5.061
0.1985,48.0,5.061
0.199,21.0,5.061
0.1995,-34.0,5.062
0.2,-90.0,5.063
0.2005,-180.0,5.063
0.201,-272.0,5.064
0.2015,-341.0,5.065
0.202,-422.0,5.068
0.2025,-494.0,5.069
0.203,-567.0,5.072
0.2035,-641.0,5.073
0.204,-706.0,5.076
0.2045,-770.0,5.077
0.205,-840.0,5.079
0.2055,-887.0,5.08
0.206,-905.0,5.082
0.2065,-922.0,5.082
0.207,-917.0,5.083
0.2075,-899.0,5.084
0.208,-888.0,5.085
0.2085,-880.0,5.084
0.209,-858.0,5.083
0.2095,-860.0,5.083
0.21,-867.0,5.082
0.2105,-859.0,5.081
0.211,-874.0,5.08
0.2115,-861.0,5.079
0.212,-854.0,5.078
0.2125,-835.0,5.078
0.213,-820.0,5.077
0.2135,-818.0,5.077
0.214,-811.0,5.077
0.2145,-805.0,5.078
0.215,-800.0,5.078
0.2155,-774.0,5.078
0.216,-745.0,5.078
0.2165,-720.0,5.08
0.217,-695.0,5.081
0.2175,-655.0,5.082
0.218,-623.0,5.081
0.2185,-592.0,5.082
0.219,-577.0,5.084
0.2195,-557.0,5.084
0.22,-539.0,5.084
0.2205,-527.0,5.085
0.221,-541.0,5.085
0.2215,-527.0,5.086
0.222,-506.0,5.085
0.2225,-468.0,5.086
0.223,-429.0,5.085
0.2235,-362.0,5.085
0.224,-301.0,5.084
0.2245,-271.0,5.083
0.225,-243.0,5.081
0.2255,-222.0,5.08
0.226,-164.0,5.079
0.2265,-140.0,5.077
0.227,-195.0,5.075
0.2275,-350.0,5.074
0.228,-578.0,5.071
0.2285,-673.0,5.071
0.229,-663.0,5.07
0.2295,-712.0,5.068
0.23,-877.0,5.068
0.2305,-969.0,5.068
0.231,-970.0,5.067
0.2315,-978.0,5.067
0.232,-656.0,5.066
0.2325,-367.0,5.067
0.233,48.0,5.068
0.2335,642.0,5.069
0.234,456.0,5.069
0.2345,-189.0,5.07
0.235,-631.0,5.07
0.2355,-1507.0,5.071
0.236,-2792.0,5.072
0.2365,-3905.0,5.072
0.237,-4433.0,5.073
0.2375,-3804.0,5.072
0.238,-1961.0,5.073
0.2385,356.0,5.071
0.239,2344.0,5.071
0.2395,3764.0,5.07
0.24,4536.0,5.069
0.2405,4783.0,5.068
0.241,4589.0,5.066
0.2415,3849.0,5.065
0.242,2722.0,5.064
0.2425,1447.0,5.061
0.243,285.0,5.061
0.2435,-435.0,5.058
0.244,-554.0,5.059
0.2445,-73.0,5.057
0.245,843.0,5.057
0.2455,1915.0,5.056
0.246,2873.0,5.057
0.2465,3580.0,5.056
0.247,3872.0,5.057
0.2475,3718.0,5.058
0.248,3213.0,5.059
0.2485,2494.0,5.06
0.249,1673.0,5.062
0.2495,759.0,5.062
0.25,-99.0,5.064
0.2505,-863.0,5.065
0.251,-1467.0,5.065
0.2515,-1837.0,5.067
0.252,-1957.0,5.068
0.2525,-1857.0,5.068
0.253,-1518.0,5.068
0.2535,-984.0,5.068
0.254,-404.0,5.068
0.2545,97.0,5.068
0.255,446.0,5.067
0.2555,570.0,5.065
0.256,491.0,5.065
0.2565,167.0,5.063
0.257,-362.0,5.062
0.2575,-923.0,5.062
0.258,-1489.0,5.06
0.2585,-1938.0,5.058
0.259,-2201.0,5.057
0.2595,-2240.0,5.055
0.26,-2067.0,5.055
0.2605,-1774.0,5.054
0.261,-1369.0,5.053
0.2615,-956.0,5.052
0.262,-620.0,5.052
0.2625,-309.0,5.053
0.263,-121.0,5.053
0.2635,-118.0,5.054
0.264,-235.0,5.054
0.2645,-517.0,5.055
0.265,-850.0,5.057
0.2655,-1150.0,5.058
0.266,-1370.0,5.06
0.2665,-1467.0,5.062
0.267,-1324.0,5.064
0.2675,-985.0,5.066
0.268,-485.0,5.068
0.2685,223.0,5.069
0.269,1024.0,5.071
0.2695,1759.0,5.073
0.27,2410.0,5.074
0.2705,2914.0,5.076
0.271,3292.0,5.077
0.2715,3550.0,5.078
0.272,3577.0,5.078
0.2725,3393.0,5.079
0.273,3044.0,5.079
0.2735,2589.0,5.078
0.274,2058.0,5.078
0.2745,1531.0,5.076
0.275,1094.0,5.074
0.2755,742.0,5.074
0.276,521.0,5.071
0.2765,397.0,5.068
0.277,366.0,5.066
0.2775,365.0,5.063
0.278,377.0,5.06
0.2785,397.0,5.057
0.279,435.0,5.055
0.2795,448.0,5.052
0.28,421.0,5.048
0.2805,393.0,5.045
0.281,300.0,5.043
0.2815,192.0,5.04
0.282,78.0,5.038
0.2825,-17.0,5.037
0.283,-89.0,5.034
0.2835,-82.0,5.033
0.284,-35.0,5.032
0.2845,65.0,5.031
0.285,208.0,5.029
0.2855,365.0,5.029
0.286,503.0,5.027
0.2865,605.0,5.028
0.287,662.0,5.027
0.2875,666.0,5.027
0.288,586.0,5.026
0.2885,452.0,5.027
0.289,281.0,5.026
0.2895,35.0,5.026
0.29,-214.0,5.027
0.2905,-467.0,5.027
0.291,-708.0,5.027
0.2915,-887.0,5.028
0.292,-1041.0,5.028
0.2925,-1116.0,5.028
0.293,-1145.0,5.028
0.2935,-1184.0,5.028
0.294,-1192.0,5.029
0.2945,-1203.0,5.03
0.295,-1183.0,5.031
0.2955,-1157.0,5.033
0.296,-1131.0,5.035
0.2965,-1045.0,5.038
0.297,-946.0,5.04
0.2975,-884.0,5.043
0.298,-739.0,5.047
0.2985,-567.0,5.051
0.299,-459.0,5.054
0.2995,-361.0,5.059
0.3,-319.0,5.064
0.3005,-339.0,5.068
0.301,-354.0,5.073
0.3015,-381.0,5.077
0.302,-411.0,5.082
0.3025,-467.0,5.086
0.303,-477.0,5.09
0.3035,-484.0,5.095
0.304,-449.0,5.097
0.3045,-386.0,5.102
0.305,-305.0,5.105
0.3055,-252.0,5.107
0.306,-181.0,5.109
0.3065,-118.0,5.11
0.307,-43.0,5.111
0.3075,11.0,5.111
0.308,69.0,5.112
0.3085,109.0,5.11
0.309,103.0,5.109
0.3095,102.0,5.108
0.31,81.0,5.105
0.3105,57.0,5.104
0.311,-1.0,5.102
0.3115,-60.0,5.1
0.312,-135.0,5.098
0.3125,-220.0,5.095
0.313,-324.0,5.093
0.3135,-458.0,5.092
0.314,-581.0,5.091
0.3145,-726.0,5.089
0.315,-846.0,5.088
0.3155,-937.0,5.087
0.316,-987.0,5.087
0.3165,-1007.0,5.087
0.317,-1020.0,5.086
0.3175,-1029.0,5.087
0.318,-1063.0,5.087
0.3185,-1117.0,5.087
0.319,-1154.0,5.087
0.3195,-1198.0,5.089
0.32,-1216.0,5.089
0.3205,-1237.0,5.09
0.321,-1220.0,5.09
0.3215,-1184.0,5.091
0.322,-1130.0,5.092
0.3225,-1059.0,5.092
0.323,-960.0,5.092
0.3235,-852.0,5.093
0.324,-741.0,5.093
0.3245,-603.0,5.092
0.325,-454.0,5.092
0.3255,-294.0,5.091
0.326,-151.0,5.09
0.3265,-29.0,5.088
0.327,82.0,5.088
0.3275,177.0,5.087
0.328,279.0,5.085
0.3285,382.0,5.083
0.329,490.0,5.081
0.3295,617.0,5.08
0.33,750.0,5.08
0.3305,885.0,5.077
0.331,986.0,5.076
0.3315,1101.0,5.074
0.332,1205.0,5.073
0.3325,1278.0,5.071
0.333,1301.0,5.07
0.3335,1290.0,5.07
0.334,1282.0,5.068
0.3345,1253.0,5.068
0.335,1205.0,5.067
0.3355,1173.0,5.065
0.336,1110.0,5.064
0.3365,1059.0,5.064
0.337,1003.0,5.063
0.3375,952.0,5.062
0.338,873.0,5.062
0.3385,788.0,5.061
0.339,670.0,5.061
0.3395,543.0,5.06
0.34,415.0,5.059
0.3405,311.0,5.057
0.341,218.0,5.057
0.3415,156.0,5.056
0.342,86.0,5.056
0.3425,40.0,5.056
0.343,21.0,5.055
0.3435,-45.0,5.054
0.344,-69.0,5.054
0.3445,-85.0,5.053
0.345,-118.0,5.054
0.3455,-94.0,5.055
0.346,-83.0,5.055
0.3465,-45.0,5.056
0.347,-35.0,5.057
0.3475,16.0,5.058
0.348,74.0,5.061
0.3485,156.0,5.062
0.349,221.0,5.063
0.3495,258.0,5.065
0.35,278.0,5.067
0.3505,277.0,5.07
0.351,273.0,5.072
0.3515,248.0,5.074
0.352,230.0,5.077
0.3525,223.0,5.08
0.353,229.0,5.081
0.3535,267.0,5.084
0.354,278.0,5.087
0.3545,285.0,5.088
0.355,289.0,5.09
0.3555,292.0,5.092
0.356,294.0,5.094
0.3565,287.0,5.096
0.357,318.0,5.096
0.3575,322.0,5.097
0.358,318.0,5.096
0.3585,298.0,5.097
0.359,267.0,5.096
0.3595,207.0,5.095
0.36,161.0,5.094
0.3605,109.0,5.094
0.361,66.0,5.093
0.3615,60.0,5.092
0.362,68.0,5.091
0.3625,100.0,5.091
0.363,117.0,5.09
0.3635,171.0,5.09
0.364,212.0,5.091
0.3645,247.0,5.09
0.365,289.0,5.09
0.3655,317.0,5.09
0.366,338.0,5.091
0.3665,313.0,5.09
0.367,272.0,5.092
0.3675,227.0,5.092
0.368,179.0,5.093
0.3685,147.0,5.092
0.369,124.0,5.093
0.3695,98.0,5.093
0.37,89.0,5.093
0.3705,78.0,5.094
0.371,77.0,5.095
0.3715,59.0,5.095
0.372,41.0,5.096
0.3725,13.0,5.095
0.373,-8.0,5.094
0.3735,-71.0,5.094
0.374,-160.0,5.094
0.3745,-236.0,5.093
0.375,-323.0,5.092
0.3755,-436.0,5.092
0.376,-546.0,5.09
0.3765,-664.0,5.089
0.377,-765.0,5.087
0.3775,-859.0,5.087
0.378,-925.0,5.085
0.3785,-986.0,5.084
0.379,-1022.0,5.084
0.3795,-1051.0,5.083
0.38,-1016.0,5.083
0.3805,-966.0,5.084
0.381,-910.0,5.084
0.3815,-843.0,5.085
0.382,-791.0,5.084
0.3825,-757.0,5.085
0.383,-732.0,5.086
0.3835,-728.0,5.089
0.384,-743.0,5.09
0.3845,-777.0,5.09
0.385,-791.0,5.093
0.3855,-798.0,5.094
0.386,-759.0,5.096
0.3865,-703.0,5.097
0.387,-618.0,5.099
0.3875,-506.0,5.099
0.388,-392.0,5.101
0.3885,-287.0,5.101
0.389,-182.0,5.103
0.3895,-101.0,5.103
0.39,-7.0,5.102
0.3905,50.0,5.103
0.391,98.0,5.103
0.3915,132.0,5.102
0.392,209.0,5.102
0.3925,267.0,5.1
0.393,336.0,5.1
0.3935,399.0,5.098
0.394,470.0,5.097
0.3945,515.0,5.097
0.395,546.0,5.095
0.3955,569.0,5.094
0.396,611.0,5.092
0.3965,660.0,5.092
0.397,699.0,5.091
0.3975,764.0,5.09
0.398,808.0,5.09
0.3985,855.0,5.09
0.399,881.0,5.089
0.3995,922.0,5.089
0.4,931.0,5.09
0.4005,954.0,5.089
0.401,947.0,5.09
0.4015,957.0,5.091
0.402,962.0,5.09
0.4025,947.0,5.09
0.403,954.0,5.092
0.4035,973.0,5.092
0.404,1009.0,5.093
0.4045,1040.0,5.094
0.405,1047.0,5.094
0.4055,1050.0,5.094
0.406,1015.0,5.094
0.4065,951.0,5.095
0.407,867.0,5.093
0.4075,767.0,5.093
0.408,683.0,5.093
0.4085,599.0,5.092
0.409,526.0,5.091
0.4095,453.0,5.09
0.41,399.0,5.088
0.4105,336.0,5.087
0.411,278.0,5.086
0.4115,207.0,5.084
0.412,146.0,5.084
0.4125,51.0,5.083
0.413,-87.0,5.081
0.4135,-247.0,5.081
0.414,-432.0,5.08
0.4145,-648.0,5.081
0.415,-847.0,5.081
0.4155,-1071.0,5.081
0.416,-1237.0,5.081
0.4165,-1368.0,5.083
0.417,-1469.0,5.083
0.4175,-1536.0,5.083
0.418,-1609.0,5.085
0.4185,-1661.0,5.085
0.419,-1726.0,5.086
0.4195,-1806.0,5.088
0.42,-1838.0,5.089
0.4205,-1857.0,5.089
0.421,-1868.0,5.09
0.4215,-1879.0,5.092
0.422,-1865.0,5.093
0.4225,-1840.0,5.094
0.423,-1807.0,5.094
0.4235,-1753.0,5.095
0.424,-1694.0,5.095
0.4245,-1627.0,5.096
0.425,-1521.0,5.096
0.4255,-1412.0,5.095
0.426,-1269.0,5.095
0.4265,-1123.0,5.095
0.427,-1005.0,5.094
0.4275,-878.0,5.094
0.428,-770.0,5.093
0.4285,-662.0,5.093
0.429,-567.0,5.091
0.4295,-467.0,5.091
0.43,-352.0,5.091
0.4305,-254.0,5.091
0.431,-164.0,5.091
0.4315,-65.0,5.09
0.432,24.0,5.091
0.4325,95.0,5.091
0.433,144.0,5.092
0.4335,194.0,5.092
0.434,236.0,5.093
0.4345,250.0,5.094
0.435,286.0,5.094
0.4355,310.0,5.095
0.436,325.0,5.094
0.4365,330.0,5.095
0.437,323.0,5.095
0.4375,317.0,5.095
0.438,297.0,5.095
0.4385,297.0,5.095
0.439,291.0,5.095
0.4395,304.0,5.093
0.44,337.0,5.093
0.4405,379.0,5.09
0.441,403.0,5.089
0.4415,404.0,5.087
0.442,375.0,5.084
0.4425,325.0,5.083
0.443,299.0,5.08
0.4435,259.0,5.078
0.444,215.0,5.075
0.4445,171.0,5.072
0.445,174.0,5.069
0.4455,190.0,5.067
0.446,200.0,5.064
0.4465,272.0,5.062
0.447,323.0,5.06
0.4475,386.0,5.058
0.448,431.0,5.056
0.4485,461.0,5.055
0.449,478.0,5.053
0.4495,483.0,5.052
0.45,474.0,5.05
0.4505,486.0,5.05
0.451,494.0,5.049
0.4515,541.0,5.048
0.452,590.0,5.047
0.4525,659.0,5.048
0.453,721.0,5.049
0.4535,761.0,5.048
0.454,795.0,5.048
0.4545,807.0,5.047
0.455,829.0,5.046
0.4555,837.0,5.046
0.456,822.0,5.045
0.4565,833.0,5.045
0.457,830.0,5.043
0.4575,835.0,5.042
0.458,843.0,5.04
0.4585,845.0,5.038
0.459,859.0,5.036
0.4595,889.0,5.035
0.46,886.0,5.033
0.4605,878.0,5.031
0.461,869.0,5.031
0.4615,818.0,5.03
0.462,765.0,5.029
0.4625,714.0,5.029
0.463,687.0,5.029
0.4635,630.0,5.03
0.464,590.0,5.031
0.4645,558.0,5.033
0.465,512.0,5.035
0.4655,484.0,5.038
0.466,469.0,5.041
0.4665,459.0,5.044
0.467,456.0,5.046
0.4675,438.0,5.05
0.468,418.0,5.053
0.4685,393.0,5.056
0.469,362.0,5.059
0.4695,352.0,5.062
0.47,351.0,5.065
0.4705,344.0,5.067
0.471,319.0,5.069
0.4715,299.0,5.071
0.472,266.0,5.074
0.4725,228.0,5.075
0.473,217.0,5.076
0.4735,209.0,5.077
0.474,211.0,5.077
0.4745,221.0,5.076
0.475,245.0,5.076
0.4755,244.0,5.075
0.476,231.0,5.074
0.4765,212.0,5.073
0.477,211.0,5.071
0.4775,201.0,5.069
0.478,215.0,5.067
0.4785,240.0,5.066
0.479,232.0,5.066
0.4795,212.0,5.064
0.48,189.0,5.063
0.4805,130.0,5.062
0.481,85.0,5.062
0.4815,36.0,5.062
0.482,-1.0,5.063
0.4825,0.0,5.063
0.483,4.0,5.064
0.4835,28.0,5.065
0.484,24.0,5.065
0.4845,24.0,5.066
0.485,25.0,5.068
0.4855,27.0,5.069
0.486,19.0,5.069
0.4865,43.0,5.07
0.487,68.0,5.071
0.4875,86.0,5.073
0.488,131.0,5.073
0.4885,147.0,5.073
0.489,176.0,5.073
0.4895,207.0,5.073
0.49,216.0,5.073
0.4905,223.0,5.072
0.491,225.0,5.071
0.4915,199.0,5.07
0.492,172.0,5.068
0.4925,139.0,5.066
0.493,85.0,5.064
0.4935,32.0,5.061
0.494,7.0,5.06
0.4945,44.0,5.058
0.495,123.0,5.057
0.4955,221.0,5.054
0.496,229.0,5.053
0.4965,161.0,5.052
0.497,69.0,5.051
0.4975,-58.0,5.051
0.498,-244.0,5.051
0.4985,-409.0,5.05
0.499,-604.0,5.05
0.4995,-767.0,5.051
0.5,-912.0,5.052
0.5005,-990.0,5.052
0.501,-1039.0,5.054
0.5015,-1077.0,5.055
0.502,-1072.0,5.057
0.5025,-1021.0,5.059
0.503,-943.0,5.06
0.5035,-854.0,5.062
0.504,-779.0,5.063
0.5045,-701.0,5.064
0.505,-635.0,5.066
0.5055,-598.0,5.067
0.506,-564.0,5.068
0.5065,-506.0,5.07
0.507,-484.0,5.071
0.5075,-452.0,5.072
0.508,-422.0,5.072
0.5085,-404.0,5.072
0.509,-409.0,5.072
0.5095,-402.0,5.072
0.51,-377.0,5.073
0.5105,-353.0,5.074
0.511,-317.0,5.073
0.5115,-283.0,5.073
0.512,-249.0,5.075
0.5125,-206.0,5.076
0.513,-151.0,5.077
0.5135,-100.0,5.078
0.514,-77.0,5.079
0.5145,-37.0,5.081
0.515,14.0,5.082
0.5155,50.0,5.083
0.516,79.0,5.085
0.5165,109.0,5.087
0.517,121.0,5.088
0.5175,119.0,5.09
0.518,120.0,5.09
0.5185,102.0,5.092
0.519,75.0,5.093
0.5195,32.0,5.093
0.52,-10.0,5.093
0.5205,-58.0,5.093
0.521,-80.0,5.093
0.5215,-104.0,5.093
0.522,-138.0,5.092
0.5225,-189.0,5.092
0.523,-257.0,5.091
0.5235,-294.0,5.089
0.524,-328.0,5.088
0.5245,-362.0,5.086
0.525,-394.0,5.084
0.5255,-436.0,5.082
0.526,-455.0,5.081
0.5265,-453.0,5.079
0.527,-467.0,5.077
0.5275,-452.0,5.075
0.528,-415.0,5.073
0.5285,-381.0,5.072
0.529,-321.0,5.07
0.5295,-243.0,5.069
0.53,-154.0,5.067
0.5305,-92.0,5.067
0.531,-48.0,5.066
0.5315,-9.0,5.066
0.532,14.0,5.066
